,FIRE_NAME,ALARM_DATE,CONT_DATE,CAUSE,GIS_ACRES,DURATION
146,RETECH,2013-11-22,2013-11-23,Debris,84.23232,3
149,ANDERSON,2013-07-04,2013-07-05,Lightning,10.26719,3
94,VIEW,2020-06-06,2020-06-07,Powerline,77.05924,3
4,HIGHWAY,2013-05-13,2013-05-14,Vehicle,49.12442,3
30,BEEGUM,2020-02-22,2020-02-23,Escaped Prescribed Burn,181.4404,3
252,R-1 Spencer Basin,2023-08-17,2023-08-18,Lightning,27.64029,3
31,4-8,2020-08-17,2020-08-18,Lightning,278.01,3
117,BITTER,2023-08-15,2023-08-16,Vehicle,695.1143,3
302,AGUA,2019-10-11,2019-10-12,Playing with fire,31.12859,3
173,STRIKE,2023-08-12,2023-08-13,Lightning,19.1282,3
176,PECK,2023-07-14,2023-07-15,Vehicle,14.3992,3
94,GRADE,2023-10-06,2023-10-07,Vehicle,95.66613,3
50,BADGER,2020-07-18,2020-07-19,Vehicle,557.3061,3
16,HOLCOMB,2013-03-30,2013-03-31,Campfire,0.9463348,3
33,RED,2020-04-23,2020-04-24,Debris,26.40666,3
23,TRAM,2013-08-06,2013-08-07,Equipment Use,59.22004,3
26,MILL,2013-06-28,2013-06-29,Arson,534.2628,3
7,MESSENGER,2013-05-03,2013-05-04,Campfire,4.500647,3
32,ELK,2020-08-16,2020-08-17,Lightning,730.4814,3
172,RODEO,2023-06-09,2023-06-10,Arson,20.1026,3
44,KARCHNER,2020-06-05,2020-06-06,Equipment Use,30.02494,3
64,BALLARD,2021-06-08,2021-06-09,Debris,37.1573,3
289,WILLOW 9,2022-11-16,2022-11-17,Structure,8.228877,3
56,ENNIS,2013-05-22,2013-05-23,Vehicle,11.43256,3
359,COUNTRY,2021-04-29,2021-04-30,Playing with fire,26.53975,3
356,BROILER,2021-07-07,2021-07-08,Equipment Use,69.5676,3
321,R-5 SNOWSTORM,2020-08-17,2020-08-18,Lightning,471.722,3
61,WOLF,2013-08-24,2013-08-25,Vehicle,40.36841,3
346,WILLIAMS,2020-08-07,2020-08-08,Equipment Use,7.809119,3
115,DOUBLE,2013-08-16,2013-08-17,Vehicle,64.27366,3
76,SHACKLEFORD,2022-07-30,2022-07-31,Lightning,30.94669,3
287,ANTELOPE,2020-02-17,2020-02-18,Debris,101.7666,3
52,PLEASANT,2022-10-23,2022-10-24,Vehicle,49.56956,3
40,EDGEWOOD,2022-06-21,2022-06-22,Powerline,20.54839,3
112,CANTWELL,2013-11-08,2013-11-09,Vehicle,132.2902,3
29,3-8 DIXON,2022-08-08,2022-08-09,Lightning,11.36938,3
4,BURROWS,2022-06-28,2022-06-29,Escaped Prescribed Burn,309.4793,3
349,NICHOLS,2020-07-09,2020-07-10,Smoking,8.119417,3
295,MOUNTAIN,2021-06-18,2021-06-19,Lightning,124.1572,3
16,4-3 PUMA,2021-06-24,2021-06-25,Lightning,132.4866,3
29,GULCH,2021-08-12,2021-08-13,Lightning,52.51308,3
33,HIDING,2021-08-01,2021-08-02,Equipment Use,41.50576,3
144,ESTRADA,2021-10-15,2021-10-16,Escaped Prescribed Burn,124.7229,3
138,BORDER 13,2021-07-15,2021-07-16,Powerline,23.32513,3
182,SARGENT,2021-05-30,2021-05-31,Debris,1117.899,3
44,WISE,2021-05-19,2021-05-20,Powerline,18.2641,3
106,MILE,2021-05-27,2021-05-28,Arson,507.8524,3
90,CREEK WEST,2021-06-09,2021-06-10,Arson,18.52191,3
81,EASTSIDE,2021-08-03,2021-08-04,Equipment Use,10.85849,3
66,CABALLO,2021-09-06,2021-09-07,Equipment Use,69.51533,3
203,PASO,2021-04-12,2021-04-13,Escaped Prescribed Burn,26.79597,3
289,ANTONIO,2021-08-03,2021-08-04,Equipment Use,49.89998,3
259,COLD,2021-01-19,2021-01-20,Debris,34.51343,3
96,LAKE,2013-05-17,2013-05-18,Smoking,659.6399,3
233,DOOLITTLE,2021-09-03,2021-09-04,Vehicle,13.62084,3
230,RIVER,2021-09-12,2021-09-13,Vehicle,70.8007,3
215,YANKEE,2021-06-15,2021-06-16,Vehicle,35.21027,3
83,MEAMBER,2022-07-31,2022-08-01,Lightning,62.63028,3
85,EMPIRE,2022-08-01,2022-08-02,Lightning,3.141882,3
166,BITTERWATER,2020-06-07,2020-06-08,Powerline,210.5436,3
185,SANDERSON,2020-12-13,2020-12-14,Campfire,1954.651,3
189,EQUESTRIAN,2020-06-08,2020-06-09,Powerline,83.61877,3
196,JOHNSON,2020-08-28,2020-08-29,Vehicle,291.9492,3
262,OAKWILDE,2022-10-01,2022-10-02,Vehicle,2.106468,3
165,STAGE,2020-06-21,2020-06-22,Arson,51.16013,3
87,COYOTE,2022-09-07,2022-09-08,Lightning,296.9517,3
125,MENTONE,2020-10-12,2020-10-13,Vehicle,47.27253,3
140,OKLAHOMA,2013-08-07,2013-08-08,Lightning,10.79402,3
138,CREEK,2013-07-27,2013-07-28,Lightning,10.52909,3
151,BROWN,2020-09-22,2020-09-23,Powerline,18.3533,3
270,HARBISON 2,2022-07-12,2022-07-13,Equipment Use,26.85744,3
164,VISTA,2020-06-21,2020-06-22,Powerline,27.80219,3
153,BRADLEY,2020-06-08,2020-06-09,Equipment Use,230.3548,3
156,CIRCLE,2020-10-07,2020-10-08,Playing with fire,32.20207,3
267,BULL,2022-05-24,2022-05-25,Equipment Use,50.92991,3
162,RICO,2020-06-22,2020-06-23,Powerline,338.1396,3
263,PYRAMID,2022-10-21,2022-10-22,Vehicle,6.758175,3
131,YELLOW,2013-05-01,2013-05-02,Powerline,83.76048,3
129,SULPHUR,2013-08-24,2013-08-25,Powerline,19.8916,3
127,R-1 PIT,2022-07-31,2022-08-01,Lightning,67.82058,3
122,KING,2022-05-25,2022-05-26,Arson,79.60818,3
117,AGUAJITO,2022-10-02,2022-10-03,Powerline,5.257333,3
270,EASTON,2020-07-20,2020-07-21,Arson,56.79852,3
96,MIRABELLE,2022-06-27,2022-06-28,Structure,18.67016,3
95,SHERIDAN,2022-06-24,2022-06-25,Vehicle,55.71469,3
150,BEAR,2022-06-01,2022-06-02,Vehicle,15.95058,3
159,BEAR,2022-04-17,2022-04-18,Vehicle,2.163002,3
128,SODA,2013-05-01,2013-05-02,Powerline,14.15715,3
187,JEWEL,2022-05-14,2022-05-15,Equipment Use,29.14392,3
126,SILVERADO,2013-04-30,2013-05-01,Debris,60.21228,3
123,MOUNT,2013-06-20,2013-06-21,Equipment Use,35.05123,3
65,ONE,2021-06-21,2021-06-22,Debris,37.05353,3
176,SANDIA,2022-09-04,2022-09-05,Vehicle,29.23103,3
243,BRIDGE,2020-07-27,2020-07-28,Lightning,14.58706,3
121,LAKEVILLE,2013-07-26,2013-07-27,Equipment Use,177.8443,3
182,BORDER 16,2022-06-21,2022-06-22,Arson,25.22921,3
34,GRADE ,2015-08-24,2015-08-25,Equipment Use,24.59181,3
149,MALECH,2019-06-09,2019-06-10,Equipment Use,207.7456,3
305,W-2 LIKELY,2017-08-22,2017-08-23,Lightning,10.32943,3
374,RANCH,2017-09-06,2017-09-07,Lightning,83.51285,3
307,ALPAUGH,2017-06-15,2017-06-16,Vehicle,20.33025,3
135,HIGH,2019-05-24,2019-05-25,Powerline,7.526093,3
24,HOPPER,2015-09-09,2015-09-10,Lightning,10.72429,3
159,SHINN,2015-08-11,2015-08-12,Campfire,11.24281,3
133,DUZEL,2019-09-07,2019-09-08,Lightning,6.904544,3
187,BURSON,2015-09-03,2015-09-04,Equipment Use,18.23938,3
185,YELLOW,2015-07-02,2015-07-03,Lightning,11.14368,3
120,OLIVE,2015-09-02,2015-09-03,Equipment Use,47.75825,3
267,COAST,2013-10-20,2013-10-21,Smoking,3.211156,3
299,CLEAR,2015-07-05,2015-07-06,Lightning,7.481536,3
272,CATHEDRAL,2013-06-29,2013-06-30,Lightning,0.07939778,3
460,CAPTAIN,2017-10-21,2017-10-22,Equipment Use,41.04634,3
31,GARAGE ,2015-06-09,2015-06-10,Powerline,27.71869,3
184,TWIN,2015-08-05,2015-08-06,Lightning,67.93945,3
351,MURPHY,2017-09-19,2017-09-20,Equipment Use,236.9534,3
182,MASON ,2015-07-09,2015-07-10,Lightning,43.27318,3
342,DRY VALLEY,2017-09-13,2017-09-14,Lightning,51.23803,3
479,RINCON,2017-08-03,2017-08-04,Lightning,9.663489,3
349,MONTEREY,2017-05-06,2017-05-07,Equipment Use,25.18853,3
25,FOUR BAY,2015-09-09,2015-09-10,Lightning,4.724183,3
128,MEADOWS,2019-07-16,2019-07-17,Vehicle,81.65115,3
168,VISTA,2017-10-14,2017-10-15,Equipment Use,7.34516,3
109,RAWSON,2019-10-26,2019-10-27,Vehicle,605.4897,3
107,RANCH,2019-07-05,2019-07-06,Equipment Use,32.78963,3
356,JAYNE,2017-04-20,2017-04-21,Equipment Use,4533.284,3
566,INDIAN CANYON,2017-08-02,2017-08-03,Lightning,0.07938903,3
26,WAYSIDE,2015-09-09,2015-09-10,Lightning,7.424892,3
102,5-9,2019-09-05,2019-09-06,Lightning,14.63054,3
577,FORD LAKE,2017-07-10,2017-07-11,Lightning,3.757229,3
332,MOTOR,2017-06-09,2017-06-10,Equipment Use,17.19416,3
556,WATKINS,2017-09-11,2017-09-12,Lightning,0.07938439,3
372,CHILCOOT,2017-08-06,2017-08-07,Lightning,1019.992,3
369,POTATO,2017-08-10,2017-08-11,Lightning,10.70095,3
319,CHERRY,2017-08-29,2017-08-30,Lightning,24.91195,3
280,DEERLICK,2015-07-02,2015-07-03,Lightning,0.1007949,3
178,SAN HEDRIN,2015-06-19,2015-06-20,Debris,22.48489,3
273,DARK HOLE,2013-07-03,2013-07-04,Lightning,0.07931547,3
126,WHEELER,2015-04-18,2015-04-19,Arson,4.680684,3
264,SIERRA,2017-08-27,2017-08-28,Equipment Use,36.46341,3
231,SHIRLEY,2013-08-18,2013-08-19,Lightning,378.6183,3
397,PIER,2017-08-29,2017-08-30,Arson,36619.43,3
248,306,2013-05-01,2013-05-02,Debris,208.3874,3
213,18,2019-07-31,2019-08-01,Campfire,16.13497,3
27,OLIVE,2019-06-19,2019-06-20,Powerline,16.01936,3
206,PINENUT,2019-07-23,2019-07-24,Lightning,12.44425,3
88,COPCO,2015-07-31,2015-08-01,Lightning,14.0008,3
92,MESA,2015-06-29,2015-06-30,Playing with fire,210.8346,3
232,TENANT,2013-08-18,2013-08-19,Lightning,411.8869,3
254,CAMARILLO,2013-05-27,2013-05-28,Vehicle,1.235317,3
49,BORDER 9,2019-08-15,2019-08-16,Arson,67.37229,3
236,GREEN,2013-09-11,2013-09-12,Lightning,61.28841,3
240,MYSTERY,2013-05-14,2013-05-15,Lightning,8.425359,3
161,RED,2013-09-06,2013-09-07,Lightning,12.95418,3
228,LOOK,2015-07-30,2015-07-31,Lightning,0.9284683,3
52,CHOLAME,2015-08-16,2015-08-17,Vehicle,12.05913,3
404,DAVIS,2017-09-12,2017-09-13,Lightning,30.59812,3
62,TRIANGLE,2015-06-18,2015-06-19,Vehicle,58.63923,3
430,RED,2017-08-02,2017-08-03,Lightning,450.84,3
254,MARTINEZ,2017-10-05,2017-10-06,Arson,0.05247684,3
90,AGER,2015-07-04,2015-07-05,Lightning,31.49438,3
282,HARDEN,2013-08-20,2013-08-21,Lightning,0.07927231,3
278,RAISIN,2013-08-01,2013-08-02,Campfire,0.07931699,3
18,TEHAMA,2017-10-30,2017-10-31,Vehicle,194.0017,3
246,BROWNS,2017-07-04,2017-07-05,Playing with fire,0.03477105,3
77,SPEARHEAD,2019-05-29,2019-05-30,Powerline,13.47896,3
237,PLACERITA,2017-06-25,2017-06-26,Arson,759.7584,3
64,HORSE,2019-10-18,2019-10-19,Equipment Use,13.74862,3
154,BORDER,2013-05-22,2013-05-23,Arson,61.55982,3
65,MUD,2019-10-18,2019-10-19,Powerline,137.2151,3
81,WILDERNESS,2022-03-07,2022-03-07,Debris,1.894144,1
110,ARMOUR,2017-07-27,2017-07-27,Vehicle,10.08267,1
109,WOODCHOPPER 2,2017-12-08,2017-12-08,Powerline,25.13168,1
113,CAT,2017-12-05,2017-12-05,Powerline,15.88332,1
111,VINEYARD,2017-04-30,2017-04-30,Powerline,12.27624,1
74,WALL,2022-11-07,2022-11-07,Equipment Use,13.76263,1
133,NIGUEL,2017-06-29,2017-06-29,Equipment Use,1.328025,1
114,HWY_1,2017-12-14,2017-12-14,Powerline,13.04565,1
92,BLOOMFIELD,2022-03-02,2022-03-02,Escaped Prescribed Burn,39.55224,1
70,COBBLE,2022-04-26,2022-04-26,Equipment Use,20.61224,1
69,POWER,2022-09-06,2022-09-06,Vehicle,133.7536,1
112,WESTERLY,2017-08-12,2017-08-12,Powerline,25.66816,1
116,MESA,2017-07-17,2017-07-17,Equipment Use,51.36316,1
89,SLATE 2,2022-07-21,2022-07-21,Railroad,63.70885,1
106,CEBRIAM,2017-06-25,2017-06-25,Powerline,269.1116,1
62,OLIVE,2017-05-02,2017-05-02,Vehicle,117.0671,1
162,FORT,2022-07-16,2022-07-16,Vehicle,1.504349,1
63,CRAM,2017-02-14,2017-02-14,Debris,16.0521,1
65,CANTERA,2017-06-04,2017-06-04,Debris,0.1616718,1
66,EDGEWOOD,2017-06-06,2017-06-06,Debris,2.126029,1
61,VILLA,2017-07-28,2017-07-28,Powerline,10.20885,1
101,RIOSA,2022-07-17,2022-07-17,Smoking,37.56129,1
188,BORDER 22,2022-07-08,2022-07-08,Arson,7.280743,1
51,CAMATTA,2017-08-02,2017-08-02,Lightning,70.57708,1
52,RANCH,2017-08-13,2017-08-13,Vehicle,12.45207,1
53,MARGARITA,2017-09-03,2017-09-03,Vehicle,69.71004,1
54,HUASNA,2017-09-20,2017-09-20,Equipment Use,244.789,1
179,FELIPE,2022-04-23,2022-04-23,Debris,1.16234,1
178,BORDER 10,2022-05-15,2022-05-15,Campfire,4.806643,1
175,REDWOOD,2022-06-27,2022-06-27,Vehicle,106.1611,1
59,LYNCH,2017-10-19,2017-10-19,Vehicle,71.18116,1
172,BIANCHI,2022-06-10,2022-06-10,Equipment Use,38.15456,1
171,AIRLINE,2022-09-01,2022-09-01,Vehicle,13.90262,1
68,KILLGORE,2017-06-10,2017-06-10,Arson,0.2615252,1
144,BROOME,2022-05-31,2022-05-31,Vehicle,1.092994,1
119,BETABEL ,2022-06-14,2022-06-14,Vehicle,47.00494,1
85,PLEASANT,2017-08-27,2017-08-27,Equipment Use,0.3043329,1
139, ,2017-08-27,2017-08-27,Playing with fire,0.1167619,1
88,MARBLE,2017-09-01,2017-09-01,Equipment Use,0.3712338,1
92,SHELL,2017-10-05,2017-10-05,Debris,4.643873,1
93,BARR,2017-10-29,2017-10-29,Vehicle,0.3732139,1
94,JADE,2017-10-31,2017-10-31,Debris,0.09527241,1
95,MODOC,2017-11-15,2017-11-15,Arson,0.2216782,1
97,GRACE,2017-04-03,2017-04-03,Arson,45.21847,1
98,CORNER,2017-08-17,2017-08-17,Vehicle,13.96419,1
104,AIR,2017-09-25,2017-09-25,Equipment Use,147.8375,1
105,BELL,2017-08-05,2017-08-05,Arson,34.68973,1
84,STATELINE,2017-08-19,2017-08-19,Equipment Use,0.4704108,1
83,HILL,2017-07-29,2017-07-29,Equipment Use,155.1988,1
69,OAKWOOD,2017-06-12,2017-06-12,Debris,3.594825,1
73,MACDOEL,2017-06-29,2017-06-29,Debris,9.625264,1
140,LOST HILLS,2022-07-05,2022-07-05,Equipment Use,2.507146,1
77,COMSTOCK,2017-07-02,2017-07-02,Arson,5.762318,1
130,R-3 VINCENT,2022-09-14,2022-09-14,Lightning,2.810175,1
79,SHULMEYER,2017-07-06,2017-07-06,Equipment Use,4.431605,1
80,HAWKINSVILLE,2017-07-08,2017-07-08,Equipment Use,5.537436,1
236,ENCINAL,2017-04-29,2017-04-29,Equipment Use,2.525276,1
327,OLD WOMAN 2,2021-06-20,2021-06-20,Lightning,25.38194,1
264,JAMACHA,2001-07-20,2001-07-20,Playing with fire,39.5129,1
62,BROWN,2013-08-15,2013-08-15,Equipment Use,14.90101,1
319,FLATS,2021-09-05,2021-09-05,Equipment Use,38.58012,1
332,R-1 RYE,2021-07-01,2021-07-01,Lightning,64.69015,1
240,GAVINA,2017-05-15,2017-05-15,Campfire,2.574129,1
242,BARN,2017-05-29,2017-05-29,Campfire,2.064039,1
63,BUSHNELL,2013-07-14,2013-07-14,Equipment Use,22.16579,1
64,COOSKIE,2013-07-12,2013-07-12,Campfire,36.49929,1
244,SOUTH,2017-06-13,2017-06-13,Campfire,9.507282,1
216,ESTATE,2017-09-23,2017-09-23,Equipment Use,42.80334,1
355,MANZANITA,2021-01-19,2021-01-19,Debris,22.3779,1
350,CALIENTE,2021-07-12,2021-07-12,Railroad,18.59738,1
347,SCALES,2021-06-27,2021-06-27,Vehicle,3.222384,1
268,SHORELINE,2013-08-30,2013-08-30,Powerline,2.539962,1
346,PARK,2021-06-12,2021-06-12,Vehicle,2.092052,1
345,MOUNTAIN,2021-09-25,2021-09-25,Vehicle,19.0184,1
344,MOUNTAIN,2021-07-23,2021-07-23,Arson,25.31992,1
208,FOOTHILL,2017-07-27,2017-07-27,Campfire,4.213081,1
245,WAGON,2017-06-22,2017-06-22,Equipment Use,0.1805364,1
267,RAMBLA,2017-12-18,2017-12-18,Equipment Use,0.1799399,1
266,SKYLINE,2017-11-13,2017-11-13,Equipment Use,0.07016324,1
249,JOHNSON,2017-06-11,2017-06-11,Arson,38.81298,1
273,HAWK,2017-07-07,2017-07-07,Equipment Use,2940.496,1
251,NEENACH,2017-06-30,2017-06-30,Equipment Use,18.74323,1
252,OLD,2017-07-18,2017-07-18,Equipment Use,1.638321,1
253,HASLEY,2017-07-09,2017-07-09,Playing with fire,1.342572,1
258,LEONA,2017-09-09,2017-09-09,Powerline,0.139297,1
357,PACIFICO,2021-01-17,2021-01-17,Structure,2.883715,1
36,OREGON,2022-06-13,2022-06-13,Arson,14.32328,1
35,PINECREST,2022-06-23,2022-06-23,Equipment Use,16.90405,1
34,BIGGS,2022-08-04,2022-08-04,Equipment Use,15.77412,1
31,EDEN,2022-08-15,2022-08-15,Vehicle,58.31763,1
21,MIDWAY,2022-06-21,2022-06-21,Vehicle,13.50571,1
157,CHINA,2017-07-05,2017-07-05,Powerline,13.89821,1
27,SCENIC,2022-06-23,2022-06-23,Vehicle,120.4983,1
24,FLYNN,2022-07-19,2022-07-19,Vehicle,173.7565,1
23,KIRKER,2022-06-24,2022-06-24,Vehicle,84.79446,1
61,NELSON,2022-10-05,2022-10-05,Equipment Use,60.11403,1
60,VALE,2022-10-08,2022-10-08,Equipment Use,27.99138,1
57,COAL,2022-08-07,2022-08-07,Arson,16.74895,1
55,GRANT,2022-07-14,2022-07-14,Arson,73.11472,1
54,LATROBE,2022-05-31,2022-05-31,Equipment Use,26.74845,1
49,FRANKLIN,2022-09-05,2022-09-05,Vehicle,50.12971,1
22,TESLA,2022-06-23,2022-06-23,Vehicle,551.7821,1
20,PASS,2022-05-18,2022-05-18,Vehicle,65.37904,1
360,MADERA 2,2021-04-01,2021-04-01,Equipment Use,14.21907,1
180,SUNSHINE COMPLEX,2017-09-18,2017-09-18,Vehicle,15.96021,1
380,CASJR STRINGER,2021-06-17,2021-06-17,Powerline,2.734319,1
379,RIVER,2021-06-14,2021-06-14,Campfire,57.37954,1
377,MILLAR,2021-10-01,2021-10-01,Powerline,0.4009637,1
198,CORONADO,2017-08-13,2017-08-13,Vehicle,123.1079,1
362,PEAK,2021-07-20,2021-07-20,Vehicle,1.283047,1
383,POINT,2021-08-20,2021-08-20,Equipment Use,22.15831,1
384,SUTTER,2021-09-27,2021-09-27,Equipment Use,141.5167,1
174,GARDEN,2017-10-10,2017-10-10,Vehicle,19.13759,1
18,WILLOW,2022-05-20,2022-05-20,Equipment Use,28.56241,1
17,DEER,2022-07-18,2022-07-18,Arson,14.51391,1
15,BRUNS,2022-05-24,2022-05-24,Equipment Use,12.17408,1
9,SANDRA,2022-06-30,2022-06-30,Equipment Use,34.40428,1
3,TOWER,2022-06-03,2022-06-03,Arson,28.68488,1
190,BORDER 26,2022-07-17,2022-07-17,Arson,4.541373,1
233,BRANSTETTER,2022-08-31,2022-08-31,Campfire,33.77932,1
46,WEST,2017-07-31,2017-07-31,Vehicle,11.34279,1
150,AIRPORT,2023-10-20,2023-10-20,Vehicle,0.14,1
149,SNELL,2023-06-16,2023-06-16,Arson,97.11945,1
148,RANGE,2023-09-16,2023-09-16,Debris,16.14059,1
147,MOSS,2023-09-13,2023-09-13,Equipment Use,1.899265,1
145,58 CARRIZO,2023-12-16,2023-12-16,Vehicle,13.34245,1
144,TOWNSITE,2023-09-10,2023-09-10,Vehicle,8.690822,1
143,BITTER,2023-08-31,2023-08-31,Vehicle,0.7515653,1
142,CREST,2023-08-27,2023-08-27,Debris,2.421318,1
141,PANZA,2023-12-16,2023-12-16,Vehicle,3.066564,1
140,WINEMAN,2023-08-26,2023-08-26,Arson,1.682815,1
139,TOPAZ,2023-08-18,2023-08-18,Powerline,5.66248,1
137,WILLOW,2023-08-16,2023-08-16,Vehicle,5.272589,1
27,SPUNKY,2015-08-29,2015-08-29,Equipment Use,5.217817,1
135,OAK,2023-07-25,2023-07-25,Debris,0.1144218,1
133,JARDINE,2023-07-16,2023-07-16,Smoking,2.151939,1
155,RUBY,2023-09-14,2023-09-14,Equipment Use,2.58,1
160,RANCH,2015-10-09,2015-10-09,Equipment Use,10.50375,1
177,BRIDGE,2023-07-07,2023-07-07,Vehicle,30.3938,1
175,CRANE,2023-06-27,2023-06-27,Equipment Use,23.8874,1
174,GEORGE,2023-06-08,2023-06-08,Vehicle,25.7406,1
170,VEGA,2023-08-30,2023-08-30,Arson,1.98,1
161,FIVE,2015-08-06,2015-08-06,Equipment Use,24.54405,1
156,DURA,2023-07-12,2023-07-12,Equipment Use,28.96,1
164,ROBIN,2023-08-10,2023-08-10,Arson,138.2095,1
163,PARK,2023-07-03,2023-07-03,Vehicle,0.06657419,1
161,MAIN,2023-04-06,2023-04-06,Powerline,54.54718,1
160,GREY,2023-07-29,2023-07-29,Equipment Use,11.02161,1
132,BOULDER,2023-06-28,2023-06-28,Powerline,70.79186,1
131,NEAL,2023-06-16,2023-06-16,Equipment Use,2.214254,1
97,SICARD,2023-05-30,2023-05-30,Powerline,13.73,1
18,WIND,2015-05-29,2015-05-29,Equipment Use,6.101388,1
19,FREEWAY,2015-06-23,2015-06-23,Equipment Use,11.55442,1
101,WHISKEY,2023-07-03,2023-07-03,Equipment Use,83.0,1
129,JARDINE,2023-06-03,2023-06-03,Equipment Use,1.171606,1
118,BEAR,2023-09-26,2023-09-26,Campfire,0.3076231,1
128,VALLEY,2023-11-20,2023-11-20,Equipment Use,9.52999,1
127,ALMOND,2023-11-13,2023-11-13,Equipment Use,31.01117,1
126,ROCK,2023-06-01,2023-06-01,Equipment Use,3.37118,1
125,BRIDGE,2023-11-12,2023-11-12,Campfire,1.519355,1
123,DIABLO,2023-10-30,2023-10-30,Equipment Use,25.73028,1
122,SHORES,2023-09-01,2023-09-01,Equipment Use,14.83849,1
120,ESTRELLA,2023-06-10,2023-06-10,Smoking,1.184759,1
119,HILL,2023-10-21,2023-10-21,Vehicle,6.247237,1
116,HAZEL,2023-08-29,2023-08-29,Structure,0.46,1
183,COLD ,2015-07-23,2015-07-23,Lightning,14.21169,1
85,FERN,2015-08-02,2015-08-02,Lightning,88.53635,1
86,MALLARD,2015-07-29,2015-07-29,Structure,65.95107,1
87,DORRIS,2015-07-21,2015-07-21,Lightning,28.19277,1
248,ARROW,2023-05-15,2023-05-15,Vehicle,121.1558,1
89,YORK,2015-07-04,2015-07-04,Lightning,398.4229,1
91,RIDGE,2015-06-19,2015-06-19,Powerline,9.07207,1
83,CHINA,2015-07-29,2015-07-29,Equipment Use,175.0157,1
93,MARIPOSA,2015-07-26,2015-07-26,Vehicle,9.073173,1
94,WHITE,2015-08-01,2015-08-01,Powerline,53.55653,1
95,GRADE,2015-08-16,2015-08-16,Vehicle,19.67408,1
96,TRIPLE FIRE,2015-07-21,2015-07-21,Lightning,427.9607,1
82,BROWN,2015-09-08,2015-09-08,Equipment Use,28.56581,1
98,BAKER,2015-05-24,2015-05-24,Debris,0.7465882,1
11,CLEGHORN,2013-08-17,2013-08-17,Equipment Use,98.36967,1
2,DEL,2013-06-09,2013-06-09,Equipment Use,17.78473,1
50,MCCOURTNEY,2015-09-21,2015-09-21,Equipment Use,30.55511,1
5,ISLAND,2013-07-09,2013-07-09,Equipment Use,11.9789,1
51,VISTA,2015-04-05,2015-04-05,Escaped Prescribed Burn,20.63441,1
46,FRANCIS,2015-08-04,2015-08-04,Powerline,28.872,1
10,TOWNSEND,2013-06-22,2013-06-22,Equipment Use,29.87113,1
45,LOCUST,2015-07-27,2015-07-27,Arson,644.1685,1
17,KEENBROOK,2013-05-15,2013-05-15,Railroad,11.03264,1
69,GAVILAN,2015-03-29,2015-03-29,Vehicle,16.00883,1
72,MUSTANG,2015-06-10,2015-06-10,Lightning,7.996591,1
260,QUAIL 2,2023-08-10,2023-08-10,Arson,300.792,1
73,SNOW,2015-06-05,2015-06-05,Equipment Use,24.79573,1
97,PONDEROSA,2015-02-23,2015-02-23,Debris,15.15671,1
130,PEAK,2015-08-14,2015-08-14,Vehicle,2.931382,1
29,FREEMAN,2013-06-29,2013-06-29,Vehicle,105.2913,1
30,PINNACLES,2013-07-03,2013-07-03,Vehicle,92.91267,1
131,SUNSET,2015-10-13,2015-10-13,Vehicle,0.5548272,1
31,SYCAMORE,2013-08-04,2013-08-04,Playing with fire,14.96562,1
32,TRES PINOS,2013-05-03,2013-05-03,Equipment Use,353.4941,1
136,STAFFORD,2015-06-11,2015-06-11,Equipment Use,0.8197879,1
138,RED,2015-02-09,2015-02-09,Vehicle,0.05534946,1
187,CORCORAN,2023-05-30,2023-05-30,Vehicle,2.545945,1
185,WHIPPLE,2023-06-20,2023-06-20,Campfire,26.82465,1
20,LYTLE,2013-05-13,2013-05-13,Equipment Use,76.87362,1
99,VALLEY,2015-06-05,2015-06-05,Lightning,7.054897,1
103,36,2015-07-18,2015-07-18,Vehicle,3.731267,1
107,TRUCKEE,2015-09-06,2015-09-06,Equipment Use,1.487334,1
115,STINE,2015-08-14,2015-08-14,Lightning,13.79393,1
117,GRIMY,2015-05-30,2015-05-30,Equipment Use,19.42308,1
121,MERIDIAN,2015-10-13,2015-10-13,Equipment Use,901.9863,1
292,MUREAU,2015-10-03,2015-10-03,Lightning,0.4854267,1
298,BRUCHARD,2015-10-07,2015-10-07,Escaped Prescribed Burn,2.154247,1
252,HUGHES,2022-08-06,2022-08-06,Vehicle,7.944128,1
243,WILSON,2022-04-28,2022-04-28,Debris,1.261111,1
242,ESTRELLA,2022-03-23,2022-03-23,Powerline,1.968684,1
241,MEADOW,2022-07-19,2022-07-19,Equipment Use,16.55005,1
264,CANYON,2022-06-17,2022-06-17,Arson,17.27645,1
265,WINDWOOD,2022-07-29,2022-07-29,Vehicle,6.372824,1
282,DUME,2015-04-17,2015-04-17,Vehicle,1.479508,1
288,SIXTY,2022-07-30,2022-07-30,Escaped Prescribed Burn,21.09291,1
287,CA-WSF-22000274 GRAYSON,2022-04-10,2022-04-10,Campfire,182.0349,1
276,SNOW,2015-10-27,2015-10-27,Campfire,0.1008077,1
274,AULIN,2013-07-18,2013-07-18,Campfire,0.07926745,1
36,LONE,2013-06-03,2013-06-03,Equipment Use,224.9926,1
284,NEWTON,2015-11-07,2015-11-07,Debris,0.09396015,1
275,ESTATES,2022-07-17,2022-07-17,Aircraft,0.7762036,1
273,ROBLAR,2022-06-27,2022-06-27,Equipment Use,63.26585,1
285,GRAND VIEW,2015-04-27,2015-04-27,Vehicle,0.09397247,1
286,WENDY,2015-07-04,2015-07-04,Playing with fire,0.09396258,1
