Year,Alarm Date,Containment Date,Cause #,GIS Calculated Acres,Cause
2019,5/25/2019,8/27/2019,9,30.35799,Miscellaneous
2019,9/1/2019,9/13/2019,2,251.7925,Equipment Use
2019,8/30/2019,10/29/2019,1,71.18899,Lightning
2019,7/17/2019,8/21/2019,1,132.0889,Lightning
2019,9/5/2019,12/2/2019,1,5737.16,Lightning
2019,8/28/2019,9/3/2019,1,13.15924,Lightning
2019,8/29/2019,9/17/2019,1,26.80899,Lightning
2019,8/29/2019,9/9/2019,1,28.25829,Lightning
2019,8/31/2019,9/8/2019,1,25.456,Lightning
2019,6/16/2019,9/23/2019,1,23.59244,Lightning
2019,9/5/2019,10/31/2019,1,244.665,Lightning
2019,9/5/2019,9/23/2019,1,400.7328,Lightning
2019,3/14/2019,4/1/2019,1,22.74746,Lightning
2019,10/31/2019,11/5/2019,9,172.7908,Miscellaneous
2019,9/15/2019,9/23/2019,2,166.2591,Equipment Use
2019,10/18/2019,10/20/2019,9,29.21961,Miscellaneous
2019,10/5/2019,10/15/2019,9,92.24609,Miscellaneous
2019,6/17/2019,7/22/2019,1,22.09721,Lightning
2019,9/8/2019,12/6/2019,1,287.1784,Lightning
2019,8/8/2019,11/25/2019,1,328.0544,Lightning
2019,6/18/2019,7/29/2019,1,121.2937,Lightning
2019,5/8/2019,5/17/2019,5,12.59625,Debris
2019,7/4/2019,7/14/2019,9,17.79216,Miscellaneous
2019,9/5/2019,9/12/2019,1,17.78256,Lightning
2019,11/16/2019,12/2/2019,9,10.58598,Miscellaneous
2019,9/5/2019,12/3/2019,1,1339.595,Lightning
2019,9/5/2019,10/5/2019,1,286.9583,Lightning
2019,9/5/2019,12/2/2019,1,5333.991,Lightning
2019,5/10/2019,5/27/2019,1,64.90493,Lightning
2019,10/13/2019,12/17/2019,9,20.31682,Miscellaneous
2019,11/3/2019,11/26/2019,4,9.93289,Campfire
2019,5/23/2019,12/2/2019,9,732.4003,Miscellaneous
2019,11/19/2019,12/2/2019,9,7.903546,Miscellaneous
2019,9/17/2019,12/1/2019,1,88.80357,Lightning
2019,9/5/2019,9/22/2019,1,16.53279,Lightning
2019,9/16/2019,9/22/2019,1,5.562233,Lightning
2019,6/11/2019,8/12/2019,1,46.80063,Lightning
2019,6/21/2019,7/2/2019,1,8.897158,Lightning
2019,9/4/2019,1/15/2020,9,54614.9,Miscellaneous
2019,11/21/2019,12/6/2019,1,73.55267,Lightning
2019,8/18/2019,8/25/2019,7,21.87162,Arson
2019,10/10/2019,12/10/2019,5,3441.766,Debris
2019,10/30/2019,11/2/2019,14,435.9512,Unknown / Unidentified
2019,7/22/2019,8/1/2019,1,36.58765,Lightning
