Year,Fire Name,Alarm Date,Containment Date,Duration (Days),Cause,Acres,Area,Perimeter
2020,FLEMING,2020-03-31,2020-04-01,1.0,Miscellaneous,12.93155,86679.4453125,2029.52488137503
2020,MELANESE,2020-04-14,2020-04-19,5.0,Escaped Prescribed Burn,10.31596,70179.1328125,1342.74290294001
2020,PFE,2020-07-05,2020-07-05,0.0,Unknown / Unidentified,36.70193,244431.52734375,3012.19835361045
2020,VALLEY,2020-07-15,2020-07-16,1.0,Unknown / Unidentified,376.9104,2538316.87890625,9803.35036420332
2020,WALDO,2020-07-09,2020-07-12,3.0,Miscellaneous,10.10221,68043.03125,1425.98634226764
2020,WILLOW,2020-03-10,2020-03-11,1.0,Debris,33.97389,230549.78125,2477.15181547552
2020,WILLOWS,2020-09-09,2020-10-13,34.0,Arson,1309.09,8877495.796875,15221.4105433282
2020,DYER,2020-07-06,2020-07-06,0.0,Playing with fire,194.6603,1296860.60546875,7757.24683769613
2020,FARRIER,2020-07-24,2020-07-31,7.0,Playing with fire,22.6343,150787.44140625,1693.89812956216
2020,FIELDS,2020-10-06,2020-10-09,3.0,Debris,55.32843,373125.2734375,3143.53099864593
2020,JONES,2020-08-17,2020-09-28,42.0,Lightning,705.546,4770841.82421875,15226.0547698771
2020,PAVE PAWS,2020-08-02,2020-08-02,0.0,Powerline,532.7733,3589054.9921875,10122.6892482165
2020,RIOSA,2020-06-15,2020-06-15,0.0,Powerline,13.69472,91856.8515625,1743.67087360593
2020,NELSON,2020-06-17,2020-06-25,8.0,Unknown / Unidentified,103.3316,703657.63671875,5758.36450762757
2020,5-4 POTTERS ,2020-08-17,2020-09-10,24.0,Lightning,925.4019,6307904.03515625,16613.4839078942
2020,5-6 CASCADE CREEK,2020-08-17,2020-09-10,24.0,Lightning,260.1756,1780346.8984375,7022.5749273688
2020,TEDDY,2020-06-18,2020-06-23,5.0,Unknown / Unidentified,13.27956,90049.49609375,1648.63306678697
2020,COAST,2020-06-29,2020-06-29,0.0,Arson,20.2083,128343.16015625,1702.00092173474
2020,CZU LIGHTNING COMPLEX,2020-08-16,2020-09-24,39.0,Lightning,86553.46,552318495.832031,255052.19325976
